DATE,CAPUTLG3364T9S
1974-08-01,74.9524
1974-09-01,75.1310
1974-10-01,75.5677
1974-11-01,75.2467
1974-12-01,73.9170
1975-01-01,73.7020
1975-02-01,70.6452
1975-03-01,71.0981
1975-04-01,69.9149
1975-05-01,71.8702
1975-06-01,72.0739
1975-07-01,70.7773
1975-08-01,69.7058
1975-09-01,70.4639
1975-10-01,69.8509
1975-11-01,68.1352
1975-12-01,70.2554
1976-01-01,70.0294
1976-02-01,69.0536
1976-03-01,69.1722
1976-04-01,67.8564
1976-05-01,66.8852
1976-06-01,65.7642
1976-07-01,63.4988
1976-08-01,64.0421
1976-09-01,63.7622
1976-10-01,64.0920
1976-11-01,65.0379
1976-12-01,64.9033
1977-01-01,65.2972
1977-02-01,66.1542
1977-03-01,65.3264
1977-04-01,67.3666
1977-05-01,68.7815
1977-06-01,70.1335
1977-07-01,69.2132
1977-08-01,67.6430
1977-09-01,67.5917
1977-10-01,61.8202
1977-11-01,61.3512
1977-12-01,63.7877
1978-01-01,64.5690
1978-02-01,63.5533
1978-03-01,68.5756
1978-04-01,70.6183
1978-05-01,72.0719
1978-06-01,73.4938
1978-07-01,73.6078
1978-08-01,75.2398
1978-09-01,76.4052
1978-10-01,76.9332
1978-11-01,76.9154
1978-12-01,78.2244
1979-01-01,78.9935
1979-02-01,80.6052
1979-03-01,80.3510
1979-04-01,78.6784
1979-05-01,79.6720
1979-06-01,80.2646
1979-07-01,81.7538
1979-08-01,82.5497
1979-09-01,81.8786
1979-10-01,83.8694
1979-11-01,84.0885
1979-12-01,84.5036
1980-01-01,84.2908
1980-02-01,85.8842
1980-03-01,85.3299
1980-04-01,83.9953
1980-05-01,83.3497
1980-06-01,83.5638
1980-07-01,83.1590
1980-08-01,83.2289
1980-09-01,83.3027
1980-10-01,84.1195
1980-11-01,84.6206
1980-12-01,84.1267
1981-01-01,82.4895
1981-02-01,81.1411
1981-03-01,80.2205
1981-04-01,78.7282
1981-05-01,77.6198
1981-06-01,75.8007
1981-07-01,74.6058
1981-08-01,74.4935
1981-09-01,74.8206
1981-10-01,73.9983
1981-11-01,73.4513
1981-12-01,72.7784
1982-01-01,70.1169
1982-02-01,72.1670
1982-03-01,71.0095
1982-04-01,69.8204
1982-05-01,68.8485
1982-06-01,68.7574
1982-07-01,69.1989
1982-08-01,68.3982
1982-09-01,69.3439
1982-10-01,69.5700
1982-11-01,70.3104
1982-12-01,70.1796
1983-01-01,69.7443
1983-02-01,68.1801
1983-03-01,68.3509
1983-04-01,66.8535
1983-05-01,66.2764
1983-06-01,65.3534
1983-07-01,65.3349
1983-08-01,65.0637
1983-09-01,65.0479
1983-10-01,65.5628
1983-11-01,65.9061
1983-12-01,65.9605
1984-01-01,67.0979
1984-02-01,68.1945
1984-03-01,67.9899
1984-04-01,69.2488
1984-05-01,69.4338
1984-06-01,69.8200
1984-07-01,69.3945
1984-08-01,70.5187
1984-09-01,71.4962
1984-10-01,71.7737
1984-11-01,70.9678
1984-12-01,71.9258
1985-01-01,72.0341
1985-02-01,71.3272
1985-03-01,72.4840
1985-04-01,72.0501
1985-05-01,71.9486
1985-06-01,72.5985
1985-07-01,71.3398
1985-08-01,72.6499
1985-09-01,72.6342
1985-10-01,72.8101
1985-11-01,73.6542
1985-12-01,73.8357
1986-01-01,74.7480
1986-02-01,73.4022
1986-03-01,73.2182
1986-04-01,73.4981
1986-05-01,73.4544
1986-06-01,73.2520
1986-07-01,73.2856
1986-08-01,74.3803
1986-09-01,74.2608
1986-10-01,74.5169
1986-11-01,74.9120
1986-12-01,74.6895
1987-01-01,74.5546
1987-02-01,75.0613
1987-03-01,75.1043
1987-04-01,74.9749
1987-05-01,74.8060
1987-06-01,74.4761
1987-07-01,74.4847
1987-08-01,75.5246
1987-09-01,75.8420
1987-10-01,75.8342
1987-11-01,76.1689
1987-12-01,77.5562
1988-01-01,79.6512
1988-02-01,78.8805
1988-03-01,77.6983
1988-04-01,78.0794
1988-05-01,78.9793
1988-06-01,79.0642
1988-07-01,80.2781
1988-08-01,79.8318
1988-09-01,79.7847
1988-10-01,80.8674
1988-11-01,81.6376
1988-12-01,82.0064
1989-01-01,82.9254
1989-02-01,83.7068
1989-03-01,84.5250
1989-04-01,86.5295
1989-05-01,87.8521
1989-06-01,89.0092
1989-07-01,88.6022
1989-08-01,87.3970
1989-09-01,87.0998
1989-10-01,81.9003
1989-11-01,80.4928
1989-12-01,83.2112
1990-01-01,83.4956
1990-02-01,84.1621
1990-03-01,84.9399
1990-04-01,84.7946
1990-05-01,84.5467
1990-06-01,84.6732
1990-07-01,85.6165
1990-08-01,84.7621
1990-09-01,85.0306
1990-10-01,85.0466
1990-11-01,83.9872
1990-12-01,84.9504
1991-01-01,85.0017
1991-02-01,84.3915
1991-03-01,84.5688
1991-04-01,83.0345
1991-05-01,82.2692
1991-06-01,83.4171
1991-07-01,83.0003
1991-08-01,84.2309
1991-09-01,84.3493
1991-10-01,84.4852
1991-11-01,84.0978
1991-12-01,83.0093
1992-01-01,81.8341
1992-02-01,81.0430
1992-03-01,80.7209
1992-04-01,79.1203
1992-05-01,78.4333
1992-06-01,78.2566
1992-07-01,78.0702
1992-08-01,78.0881
1992-09-01,77.4378
1992-10-01,77.6579
1992-11-01,77.8001
1992-12-01,78.1857
1993-01-01,77.7613
1993-02-01,76.9428
1993-03-01,75.7013
1993-04-01,75.1772
1993-05-01,74.5239
1993-06-01,73.5137
1993-07-01,74.3282
1993-08-01,72.8768
1993-09-01,73.4109
1993-10-01,72.8418
1993-11-01,72.5144
1993-12-01,71.8713
1994-01-01,70.8621
1994-02-01,69.2234
1994-03-01,69.2571
1994-04-01,69.0091
1994-05-01,68.4056
1994-06-01,67.7991
1994-07-01,66.9765
1994-08-01,66.4695
1994-09-01,66.7123
1994-10-01,67.0436
1994-11-01,67.6007
1994-12-01,67.7477
1995-01-01,67.2269
1995-02-01,67.0530
1995-03-01,66.9681
1995-04-01,66.6786
1995-05-01,66.6614
1995-06-01,68.0483
1995-07-01,67.0845
1995-08-01,66.3114
1995-09-01,65.1499
1995-10-01,62.2663
1995-11-01,61.3130
1995-12-01,61.3083
1996-01-01,60.6279
1996-02-01,63.8159
1996-03-01,65.1076
1996-04-01,66.9326
1996-05-01,68.2450
1996-06-01,68.6234
1996-07-01,69.7955
1996-08-01,69.6920
1996-09-01,70.4233
1996-10-01,70.9436
1996-11-01,71.1169
1996-12-01,71.8027
1997-01-01,71.7480
1997-02-01,72.2928
1997-03-01,72.6797
1997-04-01,73.8963
1997-05-01,73.5957
1997-06-01,73.4906
1997-07-01,74.0822
1997-08-01,74.5549
1997-09-01,74.9830
1997-10-01,75.7294
1997-11-01,75.9911
1997-12-01,77.0522
1998-01-01,78.1044
1998-02-01,79.3808
1998-03-01,80.1696
1998-04-01,80.3651
1998-05-01,81.6612
1998-06-01,82.8211
1998-07-01,84.5565
1998-08-01,84.9571
1998-09-01,84.2693
1998-10-01,85.9021
1998-11-01,85.0431
1998-12-01,83.9001
1999-01-01,82.3319
1999-02-01,82.0785
1999-03-01,80.4098
1999-04-01,79.3968
1999-05-01,78.4292
1999-06-01,77.4358
1999-07-01,77.0430
1999-08-01,76.7738
1999-09-01,74.5231
1999-10-01,73.1096
1999-11-01,71.3822
1999-12-01,70.2275
2000-01-01,69.6852
2000-02-01,67.1092
2000-03-01,66.5993
2000-04-01,65.1707
2000-05-01,64.7207
2000-06-01,65.6161
2000-07-01,66.9037
2000-08-01,65.3563
2000-09-01,64.9898
2000-10-01,66.5785
2000-11-01,67.9660
2000-12-01,68.1973
2001-01-01,68.7985
2001-02-01,69.0500
2001-03-01,70.2564
2001-04-01,70.0625
2001-05-01,70.4304
2001-06-01,70.7766
2001-07-01,71.6660
2001-08-01,71.4834
2001-09-01,72.5938
2001-10-01,72.6537
2001-11-01,71.3882
2001-12-01,70.2659
2002-01-01,70.2352
2002-02-01,69.0771
2002-03-01,68.7436
2002-04-01,67.6644
2002-05-01,67.1344
2002-06-01,66.8668
2002-07-01,66.3058
2002-08-01,66.4422
2002-09-01,66.5627
2002-10-01,66.0355
2002-11-01,65.1018
2002-12-01,65.4588
2003-01-01,64.8128
2003-02-01,64.7551
2003-03-01,65.3065
2003-04-01,64.8479
2003-05-01,64.7588
2003-06-01,64.6158
2003-07-01,64.1357
2003-08-01,64.0851
2003-09-01,63.7566
2003-10-01,63.7182
2003-11-01,63.5615
2003-12-01,62.5545
2004-01-01,61.4333
2004-02-01,62.6007
2004-03-01,62.4204
2004-04-01,62.2809
2004-05-01,62.3183
2004-06-01,62.0611
2004-07-01,63.5107
2004-08-01,63.9689
2004-09-01,64.1150
2004-10-01,64.9145
2004-11-01,66.1325
2004-12-01,66.9663
2005-01-01,66.7722
2005-02-01,69.1863
2005-03-01,70.5117
2005-04-01,72.1563
2005-05-01,72.9960
2005-06-01,71.9924
2005-07-01,71.2477
2005-08-01,72.3435
2005-09-01,61.7625
2005-10-01,70.7274
2005-11-01,72.1422
2005-12-01,71.4670
2006-01-01,72.1041
2006-02-01,73.2059
2006-03-01,72.0698
2006-04-01,73.1977
2006-05-01,72.7656
2006-06-01,72.8670
2006-07-01,73.7539
2006-08-01,73.4857
2006-09-01,73.6871
2006-10-01,74.6696
2006-11-01,75.2230
2006-12-01,75.9604
2007-01-01,77.1206
2007-02-01,77.9466
2007-03-01,78.2259
2007-04-01,79.7898
2007-05-01,81.8149
2007-06-01,84.7252
2007-07-01,86.3185
2007-08-01,88.3773
2007-09-01,91.0906
2007-10-01,91.7833
2007-11-01,93.3088
2007-12-01,93.2307
2008-01-01,93.0864
2008-02-01,92.2261
2008-03-01,93.1809
2008-04-01,92.2851
2008-05-01,92.2699
2008-06-01,90.9416
2008-07-01,86.8746
2008-08-01,83.8158
2008-09-01,70.0699
2008-10-01,67.4393
2008-11-01,72.1673
2008-12-01,78.1701
2009-01-01,76.3251
2009-02-01,76.5040
2009-03-01,76.2993
2009-04-01,74.4867
2009-05-01,73.3361
2009-06-01,72.9776
2009-07-01,73.2513
2009-08-01,73.0693
2009-09-01,73.6711
2009-10-01,72.7425
2009-11-01,72.8279
2009-12-01,72.8650
2010-01-01,73.6299
2010-02-01,73.5596
2010-03-01,74.5828
2010-04-01,74.5261
2010-05-01,74.0559
2010-06-01,73.8782
2010-07-01,74.3804
2010-08-01,74.5755
2010-09-01,73.3097
2010-10-01,71.9949
2010-11-01,71.4966
2010-12-01,70.5074
2011-01-01,69.7657
2011-02-01,68.9911
2011-03-01,68.6687
2011-04-01,69.1331
2011-05-01,69.3300
2011-06-01,69.8939
2011-07-01,70.5486
2011-08-01,71.5581
2011-09-01,72.2028
2011-10-01,73.6582
2011-11-01,75.0698
2011-12-01,74.7019
2012-01-01,74.6386
2012-02-01,76.0868
2012-03-01,76.1279
2012-04-01,75.9287
2012-05-01,76.0191
2012-06-01,76.2834
2012-07-01,77.3436
2012-08-01,77.3982
2012-09-01,77.5009
2012-10-01,77.9121
2012-11-01,77.4565
2012-12-01,77.2626
2013-01-01,77.3533
2013-02-01,77.6009
2013-03-01,77.5499
2013-04-01,77.7932
2013-05-01,77.1952
2013-06-01,76.8946
2013-07-01,75.6800
2013-08-01,76.4675
2013-09-01,76.5366
2013-10-01,77.3303
2013-11-01,76.9702
2013-12-01,77.0793
2014-01-01,77.1869
2014-02-01,77.9688
2014-03-01,79.5721
2014-04-01,79.6477
2014-05-01,80.8014
2014-06-01,81.7853
2014-07-01,82.5642
2014-08-01,82.2102
2014-09-01,83.3703
2014-10-01,83.8273
2014-11-01,83.8070
2014-12-01,83.7748
2015-01-01,83.1125
2015-02-01,84.4657
2015-03-01,84.7652
2015-04-01,83.9318
2015-05-01,83.6382
2015-06-01,82.5820
2015-07-01,82.1513
2015-08-01,81.6950
2015-09-01,80.6369
2015-10-01,79.8746
2015-11-01,78.8955
2015-12-01,78.4997
2016-01-01,77.2808
2016-02-01,76.4926
2016-03-01,75.7708
2016-04-01,74.9356
2016-05-01,75.4579
2016-06-01,74.8059
2016-07-01,75.0179
2016-08-01,75.5025
2016-09-01,75.3135
2016-10-01,75.8247
2016-11-01,76.1553
2016-12-01,76.1593
2017-01-01,76.2178
2017-02-01,76.0058
2017-03-01,75.8593
2017-04-01,76.1854
2017-05-01,76.2310
2017-06-01,76.1941
2017-07-01,76.1170
2017-08-01,76.3384
2017-09-01,75.7357
2017-10-01,75.6131
2017-11-01,75.6198
2017-12-01,75.0597
2018-01-01,74.7348
2018-02-01,74.4893
2018-03-01,74.2860
2018-04-01,75.2527
2018-05-01,74.9565
2018-06-01,75.4679
2018-07-01,75.6533
2018-08-01,76.2873
2018-09-01,76.2415
2018-10-01,76.4344
2018-11-01,76.1049
2018-12-01,76.8528
2019-01-01,76.9682
2019-02-01,76.7355
2019-03-01,77.2020
2019-04-01,75.8118
2019-05-01,74.4852
2019-06-01,74.5476
2019-07-01,75.0895
2019-08-01,75.3100
2019-09-01,75.2068
2019-10-01,75.4662
2019-11-01,75.6266
2019-12-01,75.9785
2020-01-01,69.2702
2020-02-01,67.7916
2020-03-01,63.3980
2020-04-01,49.1804
2020-05-01,53.7652
2020-06-01,55.2137
2020-07-01,60.1393
2020-08-01,63.0412
2020-09-01,65.0976
2020-10-01,66.7133
2020-11-01,67.9427
