,Date,US,AL,AK,AZ,AR,CA,CO,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NM,NY,ND,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WV,WI,WY
10,2017Q4,11826224,431687.0,296.0,61065.0,50217.0,389768.0,70706.0,123292.0,88685,13113.0,35959.0,793307.0,1350907.0,620879,32661.0,191458.0,56034.0,5211.0,149978.0,612.0,424369.0,363090,24495.0,200771,91713.0,326915.0,63785.0,20548.0,111920.0,1764472,861473.0,111302,26847.0,988565.0,55198,61945.0,283136.0,140469,110868,359527.0,17023.0,238448.0,235003,432518
11,2017Q3,11706212,409614.0,296.0,66766.0,48117.0,375663.0,81388.0,137916.0,73242,21387.0,24295.0,900682.0,1388690.0,570515,29851.0,200204.0,71696.0,4033.0,149849.0,1469.0,429508.0,186894,28347.0,303276,42685.0,290550.0,66015.0,17205.0,139133.0,1560772,860734.0,113417,14048.0,1008793.0,63917,56636.0,401098.0,171880,166218,357867.0,16245.0,242434.0,189050,404806
12,2017Q2,11562368,414553.0,296.0,44003.0,48803.0,359691.0,83432.0,166920.0,84158,20103.0,13120.0,887858.0,1422417.0,602325,26823.0,225132.0,46321.0,3707.0,138871.0,1200.0,403910.0,232486,29418.0,193058,30003.0,261475.0,58958.0,19026.0,118884.0,1534667,860073.0,118247,0.0,1044993.0,67180,51101.0,394776.0,166873,123226,350170.0,23914.0,245497.0,225264,378859
13,2017Q1,11989073,421009.0,296.0,55060.0,50553.0,338810.0,59802.0,134080.0,88627,11376.0,40798.0,894375.0,1382258.0,617910,22309.0,217237.0,66533.0,5360.0,122882.0,824.0,410504.0,418522,31278.0,201066,87943.0,293877.0,69676.0,15697.0,114632.0,1679670,840839.0,130784,0.0,1046752.0,64458,53893.0,410748.0,150468,84194,385389.0,18374.0,219092.0,265565,395190
14,2016Q4,12099576,421550.0,272.0,36216.0,49262.0,365692.0,67562.0,122087.0,93175,9149.0,31313.0,803477.0,1437224.0,628629,32132.0,206515.0,56052.0,5071.0,156739.0,696.0,377342.0,295516,20677.0,182426,110155.0,308045.0,75269.0,18557.0,114452.0,1837482,851176.0,145426,0.0,1101493.0,82219,52955.0,394552.0,156064,111376,389611.0,26555.0,230031.0,234150,376841
15,2016Q3,11868469,453212.0,272.0,50256.0,49748.0,359208.0,69127.0,136834.0,103092,20181.0,27501.0,874070.0,1489332.0,662923,24378.0,219167.0,79292.0,4368.0,142067.0,1241.0,404307.0,192826,32809.0,202795,34415.0,293331.0,76031.0,19086.0,113309.0,1298036,871706.0,161438,0.0,1142385.0,64381,59704.0,478276.0,182569,213294,367239.0,21158.0,264893.0,200345,355304
16,2016Q2,11862626,459503.0,272.0,49984.0,46052.0,331947.0,77549.0,116965.0,103107,,11426.0,808520.0,1441028.0,602552,27597.0,189748.0,65132.0,3047.0,137227.0,977.0,414469.0,173862,32648.0,163905,26137.0,237078.0,67197.0,21231.0,118922.0,1663823,909592.0,144940,0.0,1145122.0,75176,48106.0,496604.0,152161,164822,377137.0,25629.0,319716.0,210068,331971
17,2016Q1,12548659,491121.0,272.0,38201.0,55417.0,331836.0,70404.0,124481.0,132592,,33629.0,873995.0,1381178.0,590722,19506.0,166808.0,66570.0,4184.0,117850.0,11827.0,470493.0,392863,34330.0,162353,90783.0,274729.0,66939.0,14586.0,161871.0,1705503,935833.0,139513,0.0,1159048.0,102134,50969.0,543640.0,182126,85463,428876.0,26806.0,303960.0,276182,354368
18,2015Q4,12936940,494721.0,272.0,63475.0,52627.0,314334.0,108917.0,142226.0,94311,,43006.0,904784.0,1256808.0,596648,25685.0,254216.0,54822.0,4154.0,178585.0,15175.0,441420.0,253086,22777.0,219195,114540.0,312046.0,72216.0,20374.0,166832.0,1855109,960449.0,137272,32097.0,1221706.0,96669,51999.0,531214.0,199175,107382,401721.0,25072.0,340055.0,279693,355167
19,2015Q3,12727875,552170.0,272.0,58882.0,47779.0,368087.0,84612.0,146897.0,94290,,14006.0,839230.0,1262658.0,787850,40220.0,234488.0,76828.0,3904.0,172699.0,17008.0,469759.0,200690,,227085,42525.0,281163.0,78212.0,20760.0,171412.0,1398800,954640.0,156850,31681.0,1182247.0,100951,51813.0,512493.0,267377,237861,379502.0,22495.0,364108.0,273367,359928
20,2015Q2,12766322,513927.0,272.0,67936.0,49517.0,345965.0,72682.0,143995.0,109672,,19036.0,785075.0,1327764.0,638710,27923.0,251354.0,61100.0,3067.0,173029.0,14102.0,464531.0,221842,,243381,36675.0,287530.0,68642.0,17539.0,170674.0,1588153,986576.0,153873,30793.0,1219484.0,109083,52393.0,532576.0,230087,156206,381036.0,28018.0,361153.0,297917,375162
21,2015Q1,13847700,511239.0,272.0,44456.0,46796.0,305976.0,88770.0,142830.0,164378,,116158.0,1047563.0,1247048.0,825976,21338.0,255711.0,46620.0,18567.0,156761.0,12024.0,515169.0,281606,,261765,84830.0,293860.0,81725.0,9898.0,161790.0,1776716,1022481.0,153980,5926.0,1190484.0,132727,40440.0,558729.0,254501,160054,470224.0,26484.0,366678.0,363198,406001
22,2014Q4,14380329,587831.0,282.0,54444.0,62997.0,364856.0,115048.0,144691.0,193951,,148954.0,985605.0,1351381.0,775344,34809.0,253671.0,56264.0,8258.0,190308.0,16669.0,518387.0,326078,,257867,119483.0,310329.0,88798.0,16530.0,182965.0,1665192,1040951.0,176617,28834.0,1249502.0,132871,54385.0,550510.0,322186,113567,510685.0,35231.0,391389.0,343796,435520
23,2014Q3,13880468,695193.0,282.0,56348.0,55390.0,377479.0,96487.0,151013.0,183325,,58774.0,1017052.0,1260073.0,712720,29734.0,233820.0,47672.0,4632.0,176574.0,14387.0,528831.0,225325,,309894,57793.0,310097.0,87227.0,15413.0,175448.0,1396226,1042882.0,184042,32422.0,1211976.0,123926,56457.0,595532.0,336466,222317,499443.0,31633.0,397035.0,320967,396521
24,2014Q2,13868854,587403.0,282.0,52188.0,52054.0,327962.0,74807.0,164724.0,207167,,17498.0,961933.0,1301807.0,764484,42048.0,281423.0,41944.0,3808.0,169178.0,14748.0,467226.0,322138,,259988,33346.0,284105.0,80553.0,16781.0,172561.0,1602664,1039290.0,172797,24852.0,1253073.0,134358,51401.0,595910.0,324306,175315,493053.0,35912.0,350232.0,365007,378481
25,2014Q1,14636505,539352.0,282.0,58238.0,56268.0,328815.0,87129.0,157810.0,232853,,125176.0,1044683.0,1466558.0,841389,14384.0,260712.0,42733.0,15806.0,168803.0,12266.0,562165.0,362827,,267093,70096.0,312254.0,74565.0,10898.0,161281.0,1788278,1064096.0,157773,23333.0,1181506.0,157816,52859.0,568010.0,312982,102564,533100.0,38546.0,358671.0,422082,421583
26,2013Q4,14783678,564450.0,261.0,32433.0,58354.0,372703.0,92894.0,156713.0,194926,,136996.0,1021128.0,1447885.0,845164,13585.0,256882.0,30814.0,6456.0,183014.0,16149.0,594156.0,382230,,257938,109507.0,316496.0,85291.0,11083.0,183216.0,1717023,1054887.0,153567,17257.0,1278880.0,137232,54928.0,640090.0,255993,111759,562345.0,38885.0,422133.0,362295,428950
27,2013Q3,13822909,577602.0,261.0,56362.0,49989.0,355319.0,96284.0,154121.0,171522,,46068.0,993863.0,1434941.0,745095,27084.0,256333.0,34305.0,5300.0,172313.0,16335.0,517211.0,234002,,281615,43416.0,259484.0,87220.0,16653.0,193322.0,1451386,1014882.0,172788,32650.0,1219529.0,127198,54278.0,605333.0,246140,224748,545480.0,27173.0,399639.0,327944,365060
28,2013Q2,13755920,553842.0,261.0,61078.0,43552.0,376331.0,61264.0,145105.0,182294,,49877.0,957833.0,1394152.0,977153,35012.0,279647.0,37345.0,4577.0,184796.0,,546717.0,293711,,285037,35852.0,240411.0,80546.0,13191.0,179742.0,1175542,1023141.0,161238,21431.0,1247738.0,110599,53551.0,607018.0,258826,205572,573147.0,11260.0,381558.0,331955,373645
29,2013Q1,14512482,526274.0,261.0,30842.0,62611.0,278828.0,88119.0,119048.0,182167,,127010.0,1031711.0,1418817.0,865632,9379.0,279772.0,43924.0,10983.0,164654.0,,559907.0,360181,,260826,72858.0,307877.0,81011.0,10213.0,205982.0,1788814,1056917.0,146596,14062.0,1227683.0,128529,43527.0,631962.0,241278,102725,601384.0,28442.0,385452.0,380545,420361
30,2012Q4,14498917,520286.0,,,,339603.0,106958.0,,215746,,118403.0,1035889.0,1394748.0,800828,,292790.0,,,,,530121.0,340384,,251951,108938.0,242979.0,78930.0,,220715.0,1686013,1032996.0,153294,,1263040.0,116088,,,280358,113078,624132.0,,388096.0,368279,421179
31,2012Q3,13925434,493354.0,,125756.0,,362591.0,72386.0,,191868,,,1029885.0,1376892.0,851250,,267594.0,,,,,501493.0,222508,,254381,51315.0,216512.0,92874.0,,201624.0,1619651,1012019.0,155016,,1232553.0,115705,,,240819,230990,572964.0,,391080.0,313498,385150
32,2012Q2,13580196,499917.0,,124652.0,,298139.0,,114964.0,204197,,,900032.0,1356848.0,806957,,279354.0,,,278870.0,,463132.0,222326,,254796,,261436.0,78663.0,,230926.0,1490387,1052704.0,149336,,1268898.0,124091,,,213088,151121,584688.0,,383379.0,332865,339160
33,2012Q1,14653089,530494.0,,116792.0,,322838.0,,122737.0,240920,,93056.0,1085535.0,1385919.0,886088,,278487.0,,,243959.0,,519078.0,345510,,253320,,316615.0,,,192715.0,1759160,1091431.0,148181,,1242424.0,149983,,,213018,92323,605047.0,,418024.0,373453,435640
34,2011Q4,14998451,497188.0,,,,398690.0,,101352.0,292344,,143156.0,1060690.0,1532737.0,839185,,473460.0,,,277063.0,,545112.0,348830,,120913,,290115.0,,,210714.0,1793183,1082931.0,147747,,1301642.0,200058,,,212865,110494,544315.0,,367105.0,382652,431909
35,2011Q3,14623355,485534.0,,,,397797.0,,124262.0,282392,,57992.0,1078663.0,1560532.0,905973,,282778.0,,,284008.0,,513396.0,241219,,118195,,247840.0,,,257790.0,1472181,1080394.0,157869,,1326439.0,227952,,,244322,268891,562222.0,,371169.0,362471,404439
36,2011Q2,14491415,482989.0,,,,385501.0,,126398.0,272715,,50937.0,1044580.0,1585675.0,871283,,288821.0,,,217366.0,,515980.0,332255,,116915,,244550.0,,,234963.0,1390305,1094759.0,152880,,1438637.0,230228,,,254768,130037,615065.0,,372481.0,364234,419280
37,2011Q1,15944358,523925.0,,120255.0,,353513.0,,,312282,,130343.0,1139700.0,2159702.0,925298,,291316.0,,,,,528884.0,377632,,198383,,256428.0,,,203511.0,1787931,1135791.0,141531,,1365094.0,252776,,,244267,73559,671502.0,,374273.0,431881,419604
38,2010Q4,15944857,497873.0,,125551.0,,320867.0,,,302021,,168742.0,1077781.0,2163850.0,894036,,290183.0,,,,,576678.0,379494,,197677,,227001.0,,,189388.0,1733870,1118445.0,154597,,1440258.0,238465,,,210740,99185,641920.0,,391340.0,412199,420105
39,2010Q3,15739448,523527.0,,141197.0,,370645.0,,222270.0,282498,,47712.0,1088356.0,2132920.0,871814,,269392.0,,,209362.0,,527293.0,271526,,181386,,102927.0,,,268803.0,1704767,1102910.0,163201,,1421525.0,210780,,,256871,263238,612220.0,,383715.0,370475,365309
40,2010Q2,15368789,522323.0,,141341.0,,384316.0,,211733.0,311417,,54536.0,1010695.0,2168515.0,798157,,309312.0,,,280778.0,,476408.0,256207,,193884,,197224.0,,,240389.0,1480689,1117013.0,157222,,1396384.0,224189,,,251775,252256,600344.0,,351721.0,374938,363067
41,2010Q1,16055508,554071.0,,127918.0,,342815.0,,254442.0,350235,,144525.0,1101800.0,2134923.0,783786,,312612.0,,,246053.0,,520860.0,390608,,195477,,170553.0,,,192119.0,1732343,1167604.0,158007,,1366867.0,250094,,,232799,102271,700705.0,,386407.0,413990,431301
42,2009Q4,15045410,506124.0,,124416.0,,281313.0,,206142.0,280063,,177630.0,944295.0,2093584.0,589649,,271078.0,,,246074.0,,461867.0,374667,,197056,,115238.0,,,182988.0,1848487,1094046.0,145539,,1413966.0,211388,,,186428,136312,624891.0,,343402.0,386614,422915
43,2009Q3,14562059,513256.0,,,,380853.0,,228966.0,228020,,61702.0,826739.0,2113768.0,709236,,274560.0,,,212801.0,,435745.0,237977,,204689,,96890.0,,,233172.0,1531892,1056992.0,157724,,1406999.0,235540,,,209563,257610,614641.0,,328155.0,359233,367488
44,2009Q2,13997392,484601.0,,96545.0,,321512.0,,257224.0,223725,,58994.0,949089.0,1939353.0,681691,,242400.0,,,214820.0,,416820.0,207892,,174070,,87384.0,,,190161.0,1374964,1040799.0,152829,,1354931.0,233108,,,214589,240667,653188.0,,318178.0,371890,355395
45,2009Q1,15529685,558675.0,,129231.0,,346315.0,,240662.0,313025,,115412.0,1061843.0,2090781.0,701765,,237759.0,,,,,539437.0,346729,,210878,,92274.0,,,228925.0,1735152,1130129.0,163996,,1368883.0,216290,,,222509,83458,697831.0,,356807.0,401720,407510
46,2008Q4,16448673,593224.0,,150315.0,,401624.0,,203383.0,330383,,160178.0,1137790.0,1916816.0,723917,,276878.0,,,,,610806.0,373212,,223955,,111287.0,,,234758.0,1794179,1125682.0,172255,,1457113.0,251200,,,417682,161979,729384.0,,349403.0,388932,474453
47,2008Q3,16994198,633054.0,,162025.0,,429717.0,,282908.0,365392,,38096.0,1137727.0,2269852.0,722013,,320558.0,,,,,628531.0,254271,,257368,,107191.0,,,272094.0,1583773,1165616.0,182598,,1532061.0,279912,,,469477,297457,686031.0,,371070.0,379204,399120
48,2008Q2,17278612,616608.0,,147789.0,,413117.0,,294509.0,357753,,71947.0,1063914.0,2248304.0,705027,,335106.0,,,,,640253.0,336144,,249828,,88440.0,,,268807.0,1710274,1162710.0,193740,,1519209.0,301989,,,450496,273545,738026.0,,375819.0,430944,439324
49,2008Q1,17491436,602053.0,,167371.0,,443055.0,,292569.0,387523,,152945.0,1161466.0,2324714.0,752212,,316521.0,,,,,742659.0,395365,,261695,,108347.0,,,255243.0,1287748,1238100.0,164226,,1446699.0,315945,,,467375,139376,787365.0,,419864.0,482668,448336
50,2007Q4,17672671,608106.0,,168980.0,,445487.0,,235670.0,382901,,176364.0,1193746.0,2303550.0,756858,,,,,,,708387.0,386780,,271000,,123982.0,,,250900.0,1579768,1184357.0,183215,,1485951.0,300139,,758849.0,469438,153238,749692.0,,394846.0,455722,453657
51,2007Q3,17159598,621542.0,,195754.0,,451509.0,,,364621,,64407.0,1099997.0,2276608.0,742886,,,,,297955.0,,620072.0,283708,,265280,,100531.0,,,278720.0,1569787,1141834.0,203649,,1484742.0,295591,,720868.0,446951,275837,694527.0,,388123.0,421300,410288
52,2007Q2,17507964,606498.0,,175490.0,,476896.0,,,379769,,70580.0,1104611.0,2342034.0,753451,,,,,309879.0,,653045.0,318287,,272544,,97820.0,,,275389.0,1571386,1163407.0,187679,,1499066.0,317207,,727466.0,466822,310185,708301.0,,410280.0,407802,429596
53,2007Q1,18011798,590728.0,,172233.0,,444228.0,,,384608,,147616.0,1153747.0,2280370.0,756045,,,,,288439.0,,724768.0,364852,,277076,,105042.0,,,312657.0,1719102,1243843.0,172578,,1466825.0,357000,,786082.0,484757,171817,738601.0,,426439.0,477040,444319
54,2006Q4,18712953,648515.0,,196604.0,,476521.0,,,396329,,185259.0,1162457.0,2267788.0,773017,,,,,319239.0,,702674.0,339734,,264153,,119067.0,,,,1780947,1209370.0,190556,,1499541.0,355938,,767423.0,1022375,108789,764280.0,,437140.0,452002,472732
55,2006Q3,18080768,614475.0,,186611.0,,472948.0,,,378364,,62294.0,1112671.0,2299812.0,772425,72965.0,,,,271757.0,,660693.0,255273,,267517,,105197.0,,,,1614933,1157008.0,197432,,1537249.0,351164,73366.0,747044.0,1079105,223303,723085.0,,408091.0,416574,394524
56,2006Q2,17854871,633783.0,,170824.0,,471819.0,,,392718,,45335.0,1065392.0,2309364.0,753515,,,,,327949.0,,654147.0,300480,,267313,,85526.0,,,,1503962,1191439.0,173285,,1536166.0,354010,,726828.0,987921,233060,723164.0,,397724.0,408955,397069
57,2006Q1,18643465,625321.0,,185916.0,,449141.0,,,419162,,97725.0,1153775.0,2230404.0,767777,,,,,339882.0,,737888.0,375610,,265929,,109986.0,,,,1771467,1235302.0,170839,,1534269.0,378118,,776451.0,1012281,114420,770123.0,,436267.0,480070,420432
58,2005Q4,19018512,653925.0,,191656.0,,,,,420984,,190786.0,1141574.0,2279767.0,721256,,,,,339279.0,,738422.0,385320,,271183,,108131.0,,,,1829414,1205089.0,172375,0.0,1614262.0,370057,,790357.0,1036296,214241,759104.0,,393030.0,448976,439677
59,2005Q3,18014970,635115.0,,183351.0,,,,,390313,,53187.0,1105532.0,2139742.0,763556,,,,,369750.0,,633674.0,245996,,256330,,92282.0,,,,1618188,1152943.0,200411,,1555061.0,334330,,751237.0,1058160,321363,727401.0,,424275.0,396782,368515
60,2005Q2,17788786,634644.0,,165442.0,,,,,421105,,82765.0,1030387.0,2151163.0,718544,,,,,273239.0,,639659.0,288143,,258377,,81666.0,,,,1526161,1184570.0,175323,,1503660.0,374442,,779888.0,1008736,273932,748768.0,,438760.0,383407,387390
61,2005Q1,18934023,672166.0,,178141.0,,448833.0,,,467708,,208853.0,1111054.0,2258185.0,726571,,,,,367017.0,,778949.0,380463,,266580,,111145.0,,,,1492718,1258696.0,179029,,1578512.0,424701,,827897.0,979194,218318,910853.0,,477573.0,465349,401703
62,2004Q4,19403440,690312.0,,187052.0,,460043.0,,,436972,,223999.0,1122082.0,2351902.0,747886,,,,,359412.0,,771613.0,365237,,274427,,118733.0,,,,1722269,1221205.0,185964,0.0,1686241.0,426812,,781951.0,1048070,207384,777607.0,,478950.0,456991,435906
63,2004Q3,18239524,668445.0,,193853.0,,496465.0,,,430344,,68237.0,1107720.0,2310605.0,731570,54261.0,,,,351583.0,,670538.0,252200,,267797,,,,,,1245305,1165254.0,181454,,1642882.0,414683,,779754.0,1002598,308215,740477.0,,534535.0,411836,392997
64,2004Q2,18222673,690014.0,,186803.0,,,,,425314,,90488.0,1055572.0,2315232.0,717100,,,,,342716.0,,671508.0,320971,,254141,,68911.0,,,,1185988,1182731.0,180785,,1679263.0,446691,,794259.0,1028428,238200,756289.0,,535870.0,422513,377936
65,2004Q1,19774445,782569.0,,170471.0,,439941.0,,,478305,,217334.0,1125990.0,2350542.0,728266,,,,,321038.0,,797888.0,373613,,266230,,98773.0,,,,1759648,1265171.0,166168,,1643462.0,506141,,877075.0,1069347,201910,821222.0,,534317.0,475149,419712
66,2003Q4,19458730,681454.0,,175432.0,,504013.0,,,449445,,186690.0,1127419.0,2279220.0,705231,,,,,356714.0,,776852.0,372199,,251909,,111104.0,,,,1770758,1250179.0,180529,0.0,1667376.0,506178,,822265.0,1049133,121544,774384.0,,491839.0,461782,446750
67,2003Q3,18406087,663422.0,,164725.0,,527190.0,,,424396,,61749.0,1037277.0,2139295.0,755070,,,,,305375.0,,640974.0,254937,,239427,,103597.0,,,,1654615,1196324.0,180875,,1573074.0,492061,,803062.0,1059839,224456,788432.0,,488892.0,389504,413723
68,2003Q2,18161703,728952.0,,169456.0,,,,,424541,,65410.0,1036285.0,2194868.0,734821,,,,,269797.0,,660545.0,291917,,249108,,73663.0,,,,1528080,1205881.0,160746,,1544190.0,468135,,838049.0,1041245,157445,797610.0,,481741.0,396920,382736
69,2003Q1,19054884,703009.0,,170937.0,,454276.0,,,462527,,175665.0,1129835.0,2224466.0,702491,30103.0,,,,321802.0,,718485.0,348986,,260565,,96280.0,,,,1674095,1310232.0,179699,,1576540.0,516523,103552.0,891019.0,981616,107602,810106.0,,521996.0,474994,371215
70,2002Q4,19244991,701301.0,,138908.0,,517532.0,,,445746,,185243.0,1079713.0,2212755.0,741076,39996.0,,,,334621.0,,730775.0,375183,,253792,,113809.0,,,,1810078,1252453.0,169305,0.0,1617970.0,453789,70666.0,853293.0,1087953,105643,794899.0,,550711.0,454062,418742
71,2002Q3,18129441,704154.0,,166960.0,,486001.0,,,449386,,70422.0,1049912.0,2190004.0,729515,46160.0,,,,349277.0,,600011.0,240232,,246398,,95260.0,,,,1557930,1204982.0,195589,0.0,1599537.0,469054,73594.0,818396.0,1018793,200637,724030.0,,503212.0,389684,352436
72,2002Q2,18036418,716826.0,,153886.0,,,,325462.0,441708,,,1023343.0,2202344.0,676391,46115.0,,,,,,675277.0,267823,,248284,,71585.0,,,,1444257,1223975.0,171208,,1584336.0,481828,80766.0,815815.0,978609,202279,779944.0,,489419.0,409411,358638
73,2002Q1,19156108,732668.0,,166217.0,,,,301726.0,490895,,184475.0,1030793.0,2131032.0,712656,45828.0,,,,,,758470.0,377709,,245901,,107605.0,,,,1779751,1316278.0,189045,,1633657.0,517971,81159.0,852740.0,961109,83170,802923.0,,575401.0,462640,405239
74,2001Q4,19492930,723089.0,,153718.0,,,,314092.0,465093,,192627.0,1066874.0,2115103.0,680882,50776.0,,,,,,766390.0,297747,,253556,,138223.0,,,,1790163,1263267.0,186939,,1649245.0,470331,110132.0,855898.0,1077558,275451,804933.0,,556572.0,406446,413012
75,2001Q3,19497996,748253.0,,158639.0,,,,313713.0,479590,,73608.0,1073746.0,2250614.0,730725,30172.0,,,,,,748684.0,250701,,251802,,131993.0,,,,1567569,1262531.0,195698,,1659447.0,505194,99676.0,982828.0,1123008,364069,782806.0,,540027.0,387764,376287
76,2001Q2,19286938,760549.0,,175482.0,,,,314665.0,507661,,50458.0,1091774.0,2274817.0,671550,40187.0,,,,,,749849.0,308925,,245101,,117541.0,,,,1457073,1281334.0,178271,,1659078.0,514350,72913.0,774888.0,1075441,339185,827437.0,,510583.0,385985,396421
77,2001Q1,20810570,786437.0,,184027.0,,,,229034.0,541393,,216936.0,1132702.0,2233404.0,730674,44029.0,,,,,,874385.0,396328,,264350,,130473.0,,,,1780497,1381731.0,162743,,1702477.0,548254,95614.0,961623.0,1162953,256390,883040.0,,586368.0,470373,474383
78,2000Q4,20377471,735211.0,,200348.0,,,,345219.0,540416,,253838.0,1069187.0,1996581.0,717764,,,,,,,793282.0,406661,,250731,,,,,,1869655,1420593.0,174753,,1741099.0,504124,168953.0,855931.0,1144954,246810,847427.0,,550944.0,458678,510886
79,2000Q3,19093083,733751.0,,186482.0,,,,310762.0,457410,,68093.0,1093306.0,1923093.0,730162,,,,,,,672344.0,269377,,219292,,,,,,1619578,1329206.0,188028,,1689571.0,484015,153624.0,800176.0,1161908,339302,783299.0,,534178.0,400272,451063
80,2000Q2,18707616,721504.0,,160840.0,,,,288724.0,463439,,69156.0,1077420.0,1927234.0,706943,,,,,,,694396.0,307562,,231994,,,,,,1457792,1346422.0,178986,,1699479.0,458356,137570.0,811137.0,1100483,340902,800511.0,,496363.0,381942,467059
81,2000Q1,20148519,774365.0,,172334.0,,,,300016.0,528907,,211902.0,1138081.0,1989698.0,746856,,,,,,,811295.0,406578,,238824,,,,,,1772338,1453970.0,172503,,1683184.0,465871,142227.0,881654.0,1082619,239375,866234.0,,565561.0,452127,483514
