DATE,IPG311A2S
1981-12-01,75.7415
1982-01-01,75.0825
1982-02-01,77.3523
1982-03-01,76.7052
1982-04-01,75.4016
1982-05-01,75.5736
1982-06-01,76.3960
1982-07-01,76.3720
1982-08-01,76.6996
1982-09-01,76.9674
1982-10-01,77.5293
1982-11-01,77.5268
1982-12-01,75.7526
1983-01-01,77.7094
1983-02-01,76.2475
1983-03-01,75.6334
1983-04-01,76.1143
1983-05-01,76.1098
1983-06-01,76.8152
1983-07-01,76.8866
1983-08-01,76.5585
1983-09-01,77.3467
1983-10-01,76.6221
1983-11-01,76.5147
1983-12-01,75.7134
1984-01-01,76.9385
1984-02-01,76.0092
1984-03-01,76.6804
1984-04-01,77.4185
1984-05-01,77.3554
1984-06-01,77.2283
1984-07-01,77.0705
1984-08-01,77.1252
1984-09-01,77.5433
1984-10-01,79.4103
1984-11-01,78.5398
1984-12-01,79.3639
1985-01-01,79.0783
1985-02-01,79.1523
1985-03-01,79.2619
1985-04-01,79.4939
1985-05-01,79.7080
1985-06-01,80.6206
1985-07-01,80.4760
1985-08-01,80.4648
1985-09-01,80.7945
1985-10-01,80.6154
1985-11-01,80.1889
1985-12-01,80.9107
1986-01-01,81.7402
1986-02-01,81.6911
1986-03-01,80.6743
1986-04-01,81.2856
1986-05-01,81.1920
1986-06-01,80.8963
1986-07-01,81.1032
1986-08-01,80.4028
1986-09-01,79.7001
1986-10-01,80.6870
1986-11-01,81.2795
1986-12-01,82.0360
1987-01-01,80.6790
1987-02-01,81.7253
1987-03-01,81.9638
1987-04-01,81.6765
1987-05-01,82.7222
1987-06-01,82.5575
1987-07-01,82.9971
1987-08-01,83.0822
1987-09-01,82.6891
1987-10-01,83.8925
1987-11-01,84.1831
1987-12-01,84.5682
1988-01-01,84.3509
1988-02-01,84.7566
1988-03-01,84.5654
1988-04-01,84.7544
1988-05-01,84.7525
1988-06-01,84.8647
1988-07-01,85.9449
1988-08-01,85.5038
1988-09-01,84.7608
1988-10-01,85.4976
1988-11-01,85.0736
1988-12-01,85.4903
1989-01-01,85.3636
1989-02-01,84.7429
1989-03-01,84.5943
1989-04-01,85.2959
1989-05-01,84.6451
1989-06-01,85.2819
1989-07-01,82.8104
1989-08-01,84.2712
1989-09-01,83.0550
1989-10-01,84.4712
1989-11-01,85.1146
1989-12-01,85.6712
1990-01-01,85.4075
1990-02-01,86.1967
1990-03-01,86.6923
1990-04-01,86.5119
1990-05-01,86.3595
1990-06-01,86.6905
1990-07-01,86.7081
1990-08-01,87.0121
1990-09-01,87.4927
1990-10-01,87.2619
1990-11-01,89.0919
1990-12-01,88.4598
1991-01-01,88.0677
1991-02-01,88.0003
1991-03-01,86.9502
1991-04-01,86.2243
1991-05-01,88.3050
1991-06-01,88.1985
1991-07-01,87.4392
1991-08-01,87.3680
1991-09-01,88.4894
1991-10-01,88.7728
1991-11-01,87.5852
1991-12-01,86.4318
1992-01-01,87.9459
1992-02-01,87.5719
1992-03-01,88.5679
1992-04-01,88.7940
1992-05-01,88.8369
1992-06-01,88.7405
1992-07-01,89.4269
1992-08-01,90.4898
1992-09-01,89.5392
1992-10-01,89.7781
1992-11-01,89.6925
1992-12-01,88.1676
1993-01-01,89.5153
1993-02-01,89.5705
1993-03-01,88.5318
1993-04-01,88.4494
1993-05-01,88.2899
1993-06-01,88.3555
1993-07-01,89.0652
1993-08-01,89.2298
1993-09-01,88.4111
1993-10-01,88.3070
1993-11-01,88.4807
1993-12-01,89.0214
1994-01-01,88.8211
1994-02-01,89.3199
1994-03-01,90.6846
1994-04-01,90.7369
1994-05-01,90.9216
1994-06-01,90.9147
1994-07-01,90.9925
1994-08-01,92.4155
1994-09-01,92.6023
1994-10-01,93.9409
1994-11-01,94.0675
1994-12-01,94.1404
1995-01-01,93.8358
1995-02-01,93.5238
1995-03-01,93.7491
1995-04-01,93.7008
1995-05-01,94.1284
1995-06-01,95.2084
1995-07-01,95.1297
1995-08-01,94.6267
1995-09-01,94.2366
1995-10-01,94.0832
1995-11-01,94.0437
1995-12-01,93.9214
1996-01-01,92.4319
1996-02-01,93.6558
1996-03-01,94.1302
1996-04-01,93.6847
1996-05-01,93.1276
1996-06-01,93.8490
1996-07-01,93.1973
1996-08-01,92.5125
1996-09-01,94.2325
1996-10-01,92.9664
1996-11-01,94.1563
1996-12-01,94.0234
1997-01-01,94.0534
1997-02-01,94.3335
1997-03-01,96.0212
1997-04-01,93.9407
1997-05-01,94.1780
1997-06-01,93.8182
1997-07-01,95.5493
1997-08-01,95.8409
1997-09-01,96.3107
1997-10-01,97.9758
1997-11-01,97.5030
1997-12-01,97.4678
1998-01-01,99.4308
1998-02-01,99.1889
1998-03-01,98.0464
1998-04-01,99.8859
1998-05-01,100.0149
1998-06-01,98.6961
1998-07-01,99.0949
1998-08-01,99.0107
1998-09-01,97.8491
1998-10-01,97.8043
1998-11-01,97.5777
1998-12-01,96.7323
1999-01-01,97.7267
1999-02-01,98.7268
1999-03-01,96.9826
1999-04-01,95.9090
1999-05-01,97.8684
1999-06-01,95.8469
1999-07-01,94.7732
1999-08-01,95.4432
1999-09-01,94.7446
1999-10-01,96.8541
1999-11-01,97.7324
1999-12-01,98.9778
2000-01-01,96.7949
2000-02-01,97.6602
2000-03-01,97.9000
2000-04-01,97.7548
2000-05-01,97.3200
2000-06-01,97.8802
2000-07-01,98.9542
2000-08-01,97.7201
2000-09-01,98.8011
2000-10-01,97.8512
2000-11-01,98.9206
2000-12-01,100.0337
2001-01-01,99.3072
2001-02-01,98.1059
2001-03-01,97.1568
2001-04-01,98.2715
2001-05-01,98.0712
2001-06-01,98.9195
2001-07-01,97.0235
2001-08-01,97.3677
2001-09-01,97.4868
2001-10-01,97.9214
2001-11-01,98.1066
2001-12-01,98.2024
2002-01-01,98.1228
2002-02-01,97.6157
2002-03-01,98.3662
2002-04-01,97.0160
2002-05-01,96.7418
2002-06-01,97.5404
2002-07-01,95.9339
2002-08-01,96.7574
2002-09-01,96.8726
2002-10-01,96.9385
2002-11-01,96.0799
2002-12-01,96.4003
2003-01-01,97.8383
2003-02-01,98.4450
2003-03-01,99.7471
2003-04-01,99.5329
2003-05-01,99.0424
2003-06-01,99.1123
2003-07-01,99.0208
2003-08-01,98.6810
2003-09-01,99.1814
2003-10-01,98.6421
2003-11-01,98.7002
2003-12-01,98.2883
2004-01-01,97.8302
2004-02-01,98.6577
2004-03-01,97.6153
2004-04-01,98.8893
2004-05-01,100.2383
2004-06-01,98.3972
2004-07-01,98.8968
2004-08-01,99.6989
2004-09-01,99.5985
2004-10-01,99.6588
2004-11-01,99.7198
2004-12-01,99.7970
2005-01-01,101.9729
2005-02-01,101.4395
2005-03-01,100.5826
2005-04-01,100.7513
2005-05-01,102.2182
2005-06-01,103.1417
2005-07-01,103.3690
2005-08-01,103.5731
2005-09-01,102.8159
2005-10-01,103.8098
2005-11-01,103.6664
2005-12-01,104.9208
2006-01-01,104.3833
2006-02-01,103.7618
2006-03-01,102.9852
2006-04-01,103.5199
2006-05-01,102.0520
2006-06-01,101.6389
2006-07-01,101.7469
2006-08-01,101.9095
2006-09-01,101.9816
2006-10-01,103.0582
2006-11-01,103.6268
2006-12-01,103.7333
2007-01-01,103.6610
2007-02-01,103.8460
2007-03-01,103.1405
2007-04-01,103.7500
2007-05-01,103.2622
2007-06-01,103.7390
2007-07-01,104.1109
2007-08-01,102.4777
2007-09-01,103.2061
2007-10-01,101.8295
2007-11-01,101.9741
2007-12-01,101.9831
2008-01-01,101.5771
2008-02-01,101.0592
2008-03-01,101.1154
2008-04-01,100.9480
2008-05-01,100.7623
2008-06-01,99.5210
2008-07-01,99.7546
2008-08-01,99.1205
2008-09-01,99.6707
2008-10-01,100.3166
2008-11-01,100.3179
2008-12-01,98.1992
2009-01-01,98.7301
2009-02-01,100.1859
2009-03-01,99.6722
2009-04-01,99.3748
2009-05-01,100.2694
2009-06-01,99.5554
2009-07-01,98.8101
2009-08-01,99.6414
2009-09-01,99.2431
2009-10-01,99.6504
2009-11-01,99.6836
2009-12-01,99.3019
2010-01-01,99.5340
2010-02-01,99.1763
2010-03-01,99.3028
2010-04-01,98.7478
2010-05-01,100.2384
2010-06-01,99.5802
2010-07-01,99.2145
2010-08-01,100.4633
2010-09-01,100.3180
2010-10-01,101.0620
2010-11-01,99.7491
2010-12-01,100.0101
2011-01-01,99.9090
2011-02-01,99.2910
2011-03-01,99.4806
2011-04-01,100.3028
2011-05-01,99.7590
2011-06-01,99.3315
2011-07-01,99.8588
2011-08-01,99.5236
2011-09-01,99.0335
2011-10-01,100.1055
2011-11-01,99.3172
2011-12-01,99.0996
2012-01-01,99.5437
2012-02-01,99.4513
2012-03-01,98.3016
2012-04-01,99.0137
2012-05-01,99.4710
2012-06-01,99.6076
2012-07-01,100.6475
2012-08-01,100.5151
2012-09-01,101.6935
2012-10-01,99.6042
2012-11-01,100.8394
2012-12-01,101.3115
2013-01-01,101.5239
2013-02-01,102.4385
2013-03-01,101.5524
2013-04-01,100.9182
2013-05-01,101.2813
2013-06-01,102.6621
2013-07-01,101.2323
2013-08-01,101.5459
2013-09-01,101.2474
2013-10-01,101.6795
2013-11-01,101.1755
2013-12-01,102.5938
2014-01-01,100.4020
2014-02-01,101.4270
2014-03-01,101.5701
2014-04-01,102.0536
2014-05-01,101.6933
2014-06-01,101.6040
2014-07-01,100.6945
2014-08-01,100.8274
2014-09-01,101.2115
2014-10-01,101.8348
2014-11-01,103.1013
2014-12-01,102.9002
2015-01-01,102.6018
2015-02-01,101.9573
2015-03-01,103.8286
2015-04-01,103.6755
2015-05-01,103.5017
2015-06-01,103.2496
2015-07-01,103.9135
2015-08-01,105.0490
2015-09-01,104.2904
2015-10-01,103.9051
2015-11-01,104.7813
2015-12-01,104.7389
2016-01-01,105.6095
2016-02-01,104.8971
2016-03-01,104.8822
2016-04-01,104.4285
2016-05-01,104.8412
2016-06-01,105.3307
2016-07-01,104.6668
2016-08-01,104.7716
2016-09-01,105.1030
2016-10-01,105.1376
2016-11-01,104.9898
2016-12-01,105.6729
2017-01-01,106.4888
2017-02-01,106.9743
2017-03-01,106.3210
2017-04-01,107.2804
2017-05-01,107.3812
2017-06-01,107.3518
2017-07-01,107.8841
2017-08-01,108.3051
2017-09-01,108.2717
2017-10-01,108.4138
2017-11-01,108.3170
2017-12-01,108.7818
2018-01-01,108.1258
2018-02-01,110.5184
2018-03-01,109.4388
2018-04-01,110.5049
2018-05-01,109.8410
2018-06-01,110.2113
2018-07-01,110.8787
2018-08-01,110.3336
2018-09-01,110.2398
2018-10-01,108.6156
2018-11-01,108.1578
2018-12-01,109.2851
2019-01-01,109.5661
2019-02-01,109.4372
2019-03-01,110.0158
2019-04-01,108.9408
2019-05-01,108.8787
2019-06-01,111.4918
2019-07-01,108.8261
2019-08-01,108.6738
2019-09-01,109.1348
2019-10-01,109.7683
2019-11-01,109.7219
2019-12-01,112.1986
2020-01-01,111.2246
2020-02-01,111.2563
2020-03-01,109.4046
2020-04-01,101.6369
2020-05-01,104.2718
2020-06-01,109.0680
2020-07-01,108.5437
2020-08-01,110.4301
2020-09-01,110.0998
2020-10-01,110.7938
2020-11-01,112.6550
2020-12-01,112.6465
