DATE,IPG3364T9S
1980-12-01,78.1299
1981-01-01,76.8982
1981-02-01,75.9363
1981-03-01,75.3756
1981-04-01,74.2733
1981-05-01,73.5258
1981-06-01,72.0928
1981-07-01,71.2343
1981-08-01,71.3938
1981-09-01,71.9612
1981-10-01,71.4052
1981-11-01,71.0919
1981-12-01,70.6324
1982-01-01,68.2134
1982-02-01,70.3550
1982-03-01,69.3495
1982-04-01,68.2872
1982-05-01,67.4147
1982-06-01,67.3855
1982-07-01,67.8610
1982-08-01,67.1034
1982-09-01,68.0476
1982-10-01,68.2765
1982-11-01,69.0031
1982-12-01,68.8697
1983-01-01,68.4369
1983-02-01,66.8972
1983-03-01,67.0621
1983-04-01,65.5934
1983-05-01,65.0335
1983-06-01,64.1417
1983-07-01,64.1457
1983-08-01,63.9111
1983-09-01,63.9377
1983-10-01,64.4970
1983-11-01,64.8993
1983-12-01,65.0283
1984-01-01,66.2370
1984-02-01,67.4191
1984-03-01,67.3263
1984-04-01,68.6935
1984-05-01,69.0065
1984-06-01,69.5285
1984-07-01,69.2480
1984-08-01,70.5215
1984-09-01,71.6591
1984-10-01,72.1040
1984-11-01,71.4652
1984-12-01,72.6079
1985-01-01,72.8999
1985-02-01,72.3707
1985-03-01,73.7385
1985-04-01,73.4930
1985-05-01,73.5897
1985-06-01,74.4611
1985-07-01,73.3748
1985-08-01,74.9320
1985-09-01,75.1246
1985-10-01,75.5149
1985-11-01,76.5991
1985-12-01,76.9934
1986-01-01,78.1488
1986-02-01,76.9360
1986-03-01,76.9316
1986-04-01,77.4092
1986-05-01,77.5411
1986-06-01,77.4988
1986-07-01,77.6984
1986-08-01,79.0196
1986-09-01,79.0464
1986-10-01,79.4673
1986-11-01,80.0310
1986-12-01,79.9274
1987-01-01,79.9089
1987-02-01,80.5689
1987-03-01,80.7225
1987-04-01,80.6790
1987-05-01,80.5803
1987-06-01,80.2935
1987-07-01,80.3551
1987-08-01,81.5127
1987-09-01,81.8734
1987-10-01,81.8655
1987-11-01,82.2092
1987-12-01,83.6717
1988-01-01,85.8788
1988-02-01,84.9802
1988-03-01,83.6265
1988-04-01,83.9439
1988-05-01,84.8081
1988-06-01,84.7880
1988-07-01,85.9723
1988-08-01,85.3757
1988-09-01,85.2075
1988-10-01,86.2479
1988-11-01,86.9584
1988-12-01,87.2489
1989-01-01,88.1345
1989-02-01,88.8854
1989-03-01,89.6906
1989-04-01,91.7727
1989-05-01,93.1530
1989-06-01,94.3834
1989-07-01,93.9835
1989-08-01,92.7654
1989-09-01,92.5363
1989-10-01,87.1163
1989-11-01,85.7405
1989-12-01,88.7762
1990-01-01,89.2299
1990-02-01,90.0963
1990-03-01,91.0813
1990-04-01,91.0656
1990-05-01,90.9165
1990-06-01,91.1374
1990-07-01,92.1954
1990-08-01,91.2667
1990-09-01,91.4938
1990-10-01,91.3943
1990-11-01,90.0865
1990-12-01,90.8995
1991-01-01,90.6889
1991-02-01,89.7371
1991-03-01,89.5941
1991-04-01,87.6236
1991-05-01,86.4679
1991-06-01,87.3267
1991-07-01,86.5649
1991-08-01,87.5500
1991-09-01,87.4109
1991-10-01,87.3300
1991-11-01,86.7518
1991-12-01,85.4956
1992-01-01,84.1945
1992-02-01,83.3256
1992-03-01,82.9718
1992-04-01,81.3309
1992-05-01,80.6455
1992-06-01,80.4931
1992-07-01,80.3308
1992-08-01,80.3713
1992-09-01,79.7109
1992-10-01,79.9303
1992-11-01,80.0504
1992-12-01,80.4007
1993-01-01,79.8970
1993-02-01,78.9696
1993-03-01,77.5913
1993-04-01,76.9330
1993-05-01,76.1307
1993-06-01,74.9560
1993-07-01,75.6360
1993-08-01,74.0085
1993-09-01,74.3989
1993-10-01,73.6729
1993-11-01,73.1959
1993-12-01,72.4069
1994-01-01,71.2578
1994-02-01,69.4850
1994-03-01,69.4001
1994-04-01,69.0401
1994-05-01,68.3318
1994-06-01,67.6278
1994-07-01,66.7163
1994-08-01,66.1258
1994-09-01,66.2857
1994-10-01,66.5365
1994-11-01,67.0139
1994-12-01,67.0876
1995-01-01,66.5039
1995-02-01,66.2670
1995-03-01,66.1215
1995-04-01,65.7781
1995-05-01,65.7070
1995-06-01,67.0224
1995-07-01,66.0265
1995-08-01,65.2239
1995-09-01,64.0452
1995-10-01,61.1808
1995-11-01,60.2209
1995-12-01,60.1994
1996-01-01,59.5211
1996-02-01,62.6483
1996-03-01,63.9226
1996-04-01,65.7301
1996-05-01,67.0456
1996-06-01,67.4562
1996-07-01,68.6600
1996-08-01,68.6240
1996-09-01,69.4259
1996-10-01,70.0371
1996-11-01,70.3231
1996-12-01,71.1328
1997-01-01,71.2253
1997-02-01,71.9304
1997-03-01,72.4958
1997-04-01,73.9067
1997-05-01,73.8174
1997-06-01,73.9372
1997-07-01,74.7710
1997-08-01,75.4989
1997-09-01,76.1918
1997-10-01,77.2185
1997-11-01,77.7589
1997-12-01,79.1236
1998-01-01,80.4874
1998-02-01,82.0892
1998-03-01,83.1926
1998-04-01,83.6808
1998-05-01,85.3175
1998-06-01,86.8176
1998-07-01,88.9246
1998-08-01,89.6300
1998-09-01,89.1824
1998-10-01,91.1905
1998-11-01,90.5529
1998-12-01,89.6013
1999-01-01,88.1812
1999-02-01,88.1602
1999-03-01,86.6069
1999-04-01,85.7415
1999-05-01,84.9102
1999-06-01,84.0347
1999-07-01,83.7929
1999-08-01,83.6680
1999-09-01,81.3633
1999-10-01,79.9501
1999-11-01,78.1721
1999-12-01,77.0013
2000-01-01,76.4848
2000-02-01,73.7201
2000-03-01,73.2100
2000-04-01,71.6773
2000-05-01,71.2111
2000-06-01,72.2187
2000-07-01,73.6530
2000-08-01,71.9625
2000-09-01,71.5680
2000-10-01,73.3234
2000-11-01,74.8541
2000-12-01,75.1087
2001-01-01,75.7682
2001-02-01,76.0386
2001-03-01,77.3574
2001-04-01,77.1325
2001-05-01,77.5231
2001-06-01,77.8864
2001-07-01,78.8442
2001-08-01,78.6203
2001-09-01,79.8174
2001-10-01,79.8598
2001-11-01,78.4474
2001-12-01,77.1956
2002-01-01,77.1462
2002-02-01,75.8631
2002-03-01,75.4896
2002-04-01,74.3007
2002-05-01,73.7184
2002-06-01,73.4275
2002-07-01,72.8168
2002-08-01,72.9727
2002-09-01,73.1105
2002-10-01,72.5351
2002-11-01,71.5105
2002-12-01,71.9002
2003-01-01,71.1849
2003-02-01,71.1109
2003-03-01,71.7012
2003-04-01,71.1787
2003-05-01,71.0579
2003-06-01,70.8740
2003-07-01,70.3177
2003-08-01,70.2302
2003-09-01,69.8362
2003-10-01,69.7590
2003-11-01,69.5518
2003-12-01,68.4152
2004-01-01,67.1557
2004-02-01,68.3992
2004-03-01,68.1720
2004-04-01,67.9927
2004-05-01,68.0103
2004-06-01,67.7112
2004-07-01,69.2793
2004-08-01,69.7720
2004-09-01,69.9326
2004-10-01,70.8153
2004-11-01,72.1654
2004-12-01,73.1077
2005-01-01,72.9390
2005-02-01,75.6336
2005-03-01,77.1527
2005-04-01,79.0346
2005-05-01,80.0482
2005-06-01,79.0499
2005-07-01,78.3411
2005-08-01,79.6629
2005-09-01,68.1136
2005-10-01,78.1176
2005-11-01,79.7976
2005-12-01,79.1628
2006-01-01,79.9759
2006-02-01,81.2981
2006-03-01,80.1270
2006-04-01,81.4648
2006-05-01,81.0590
2006-06-01,81.2391
2006-07-01,82.2872
2006-08-01,82.0401
2006-09-01,82.3138
2006-10-01,83.4605
2006-11-01,84.1310
2006-12-01,85.0125
2007-01-01,86.3747
2007-02-01,87.3763
2007-03-01,87.7776
2007-04-01,89.6338
2007-05-01,92.0283
2007-06-01,95.4440
2007-07-01,97.4021
2007-08-01,99.9122
2007-09-01,103.1938
2007-10-01,104.2146
2007-11-01,106.2066
2007-12-01,106.3952
2008-01-01,106.5246
2008-02-01,105.8476
2008-03-01,107.2690
2008-04-01,106.5728
2008-05-01,106.9026
2008-06-01,105.7174
2008-07-01,101.3349
2008-08-01,98.1065
2008-09-01,82.3028
2008-10-01,79.4891
2008-11-01,85.3561
2008-12-01,92.7694
2009-01-01,90.8794
2009-02-01,91.3829
2009-03-01,91.4171
2009-04-01,89.5041
2009-05-01,88.3615
2009-06-01,88.1520
2009-07-01,88.6849
2009-08-01,88.6457
2009-09-01,89.5413
2009-10-01,88.5619
2009-11-01,88.8042
2009-12-01,88.9789
2010-01-01,90.0372
2010-02-01,90.0768
2010-03-01,91.4590
2010-04-01,91.5217
2010-05-01,91.0864
2010-06-01,91.0247
2010-07-01,91.8193
2010-08-01,92.2572
2010-09-01,90.9035
2010-10-01,89.4979
2010-11-01,89.1154
2010-12-01,88.1260
2011-01-01,87.4477
2011-02-01,86.7250
2011-03-01,86.5683
2011-04-01,87.4021
2011-05-01,87.8940
2011-06-01,88.8441
2011-07-01,89.8973
2011-08-01,91.3900
2011-09-01,92.4068
2011-10-01,94.4544
2011-11-01,96.4431
2011-12-01,96.1410
2012-01-01,96.2254
2012-02-01,98.2640
2012-03-01,98.4928
2012-04-01,98.4166
2012-05-01,98.7281
2012-06-01,99.2840
2012-07-01,100.8994
2012-08-01,101.2284
2012-09-01,101.6377
2012-10-01,102.4658
2012-11-01,102.1605
2012-12-01,102.1972
2013-01-01,102.6042
2013-02-01,103.2034
2013-03-01,103.3848
2013-04-01,103.9300
2013-05-01,103.3104
2013-06-01,103.0378
2013-07-01,101.4797
2013-08-01,102.5424
2013-09-01,102.5818
2013-10-01,103.5345
2013-11-01,102.8889
2013-12-01,102.8262
2014-01-01,102.7217
2014-02-01,103.4875
2014-03-01,105.3146
2014-04-01,105.1010
2014-05-01,106.3085
2014-06-01,107.2996
2014-07-01,108.0443
2014-08-01,107.3413
2014-09-01,108.6528
2014-10-01,109.0855
2014-11-01,108.9382
2014-12-01,108.8167
2015-01-01,107.9172
2015-02-01,109.6684
2015-03-01,110.0845
2015-04-01,109.0593
2015-05-01,108.7562
2015-06-01,107.4757
2015-07-01,107.0162
2015-08-01,106.5255
2015-09-01,105.2481
2015-10-01,104.3529
2015-11-01,103.1694
2015-12-01,102.7425
2016-01-01,101.2313
2016-02-01,100.2766
2016-03-01,99.4013
2016-04-01,98.3692
2016-05-01,99.1126
2016-06-01,98.3078
2016-07-01,98.6325
2016-08-01,99.3106
2016-09-01,99.0963
2016-10-01,99.7962
2016-11-01,100.2507
2016-12-01,100.2677
2017-01-01,100.3497
2017-02-01,100.0672
2017-03-01,99.8652
2017-04-01,100.2815
2017-05-01,100.3259
2017-06-01,100.2608
2017-07-01,100.1437
2017-08-01,100.4228
2017-09-01,99.6249
2017-10-01,99.4684
2017-11-01,99.4941
2017-12-01,98.7872
2018-01-01,98.4032
2018-02-01,98.1406
2018-03-01,97.9492
2018-04-01,99.3155
2018-05-01,99.0314
2018-06-01,99.8299
2018-07-01,100.2113
2018-08-01,101.1995
2018-09-01,101.2963
2018-10-01,101.7171
2018-11-01,101.4471
2018-12-01,102.6161
2019-01-01,102.8977
2019-02-01,102.7435
2019-03-01,103.5134
2019-04-01,101.7789
2019-05-01,100.1212
2019-06-01,100.3248
2019-07-01,101.1701
2019-08-01,101.5788
2019-09-01,101.5480
2019-10-01,102.0051
2019-11-01,102.3287
2019-12-01,102.9122
2020-01-01,93.7749
2020-02-01,91.7812
2020-03-01,85.8276
2020-04-01,66.5671
2020-05-01,72.7537
2020-06-01,74.6906
2020-07-01,81.2390
2020-08-01,85.5898
2020-09-01,87.7968
2020-10-01,90.4043
2020-11-01,92.0703
2020-12-01,94.4045
