DATE,IPG315A6S
1984-02-01,532.7469
1984-03-01,532.5044
1984-04-01,530.6281
1984-05-01,522.3624
1984-06-01,517.2712
1984-07-01,511.1592
1984-08-01,507.9331
1984-09-01,496.9007
1984-10-01,493.9680
1984-11-01,488.8975
1984-12-01,492.9434
1985-01-01,495.3596
1985-02-01,484.6629
1985-03-01,487.5329
1985-04-01,481.4670
1985-05-01,486.1576
1985-06-01,488.6246
1985-07-01,489.3995
1985-08-01,491.5372
1985-09-01,494.1414
1985-10-01,495.4192
1985-11-01,497.6226
1985-12-01,498.7859
1986-01-01,504.4154
1986-02-01,490.6863
1986-03-01,492.0348
1986-04-01,491.7703
1986-05-01,487.7905
1986-06-01,486.1963
1986-07-01,483.5081
1986-08-01,487.8301
1986-09-01,483.9736
1986-10-01,483.7442
1986-11-01,489.2682
1986-12-01,491.6847
1987-01-01,488.0200
1987-02-01,493.0924
1987-03-01,488.9283
1987-04-01,487.3146
1987-05-01,493.8465
1987-06-01,492.8108
1987-07-01,500.0400
1987-08-01,498.0390
1987-09-01,494.1566
1987-10-01,501.0874
1987-11-01,503.4941
1987-12-01,502.3297
1988-01-01,500.9464
1988-02-01,500.0440
1988-03-01,500.1166
1988-04-01,495.7742
1988-05-01,490.0653
1988-06-01,487.0413
1988-07-01,484.8010
1988-08-01,481.4063
1988-09-01,477.9637
1988-10-01,475.4133
1988-11-01,475.9325
1988-12-01,473.9613
1989-01-01,479.1381
1989-02-01,471.6678
1989-03-01,471.0279
1989-04-01,472.6281
1989-05-01,463.9754
1989-06-01,463.3469
1989-07-01,462.7304
1989-08-01,460.3704
1989-09-01,462.6565
1989-10-01,465.6677
1989-11-01,460.0778
1989-12-01,457.7583
1990-01-01,469.4429
1990-02-01,461.8710
1990-03-01,456.2587
1990-04-01,461.3229
1990-05-01,458.1753
1990-06-01,458.9594
1990-07-01,455.9191
1990-08-01,460.1107
1990-09-01,458.7000
1990-10-01,450.6799
1990-11-01,441.8359
1990-12-01,443.5756
1991-01-01,446.6179
1991-02-01,445.7782
1991-03-01,443.8524
1991-04-01,439.8334
1991-05-01,444.5019
1991-06-01,450.2400
1991-07-01,454.3563
1991-08-01,460.6149
1991-09-01,461.9047
1991-10-01,463.0856
1991-11-01,465.4005
1991-12-01,466.3193
1992-01-01,465.8028
1992-02-01,463.4707
1992-03-01,462.9423
1992-04-01,458.5381
1992-05-01,461.9441
1992-06-01,464.8653
1992-07-01,471.4981
1992-08-01,467.4832
1992-09-01,466.8970
1992-10-01,470.4013
1992-11-01,472.8227
1992-12-01,472.1240
1993-01-01,477.4671
1993-02-01,480.2770
1993-03-01,472.7931
1993-04-01,474.4592
1993-05-01,477.8963
1993-06-01,477.7813
1993-07-01,479.2740
1993-08-01,476.7561
1993-09-01,477.0437
1993-10-01,472.8970
1993-11-01,472.9089
1993-12-01,471.3130
1994-01-01,471.2301
1994-02-01,461.8439
1994-03-01,475.1630
1994-04-01,479.1202
1994-05-01,481.2671
1994-06-01,480.6129
1994-07-01,480.7787
1994-08-01,485.2557
1994-09-01,488.3307
1994-10-01,492.6663
1994-11-01,490.2451
1994-12-01,493.9227
1995-01-01,491.9425
1995-02-01,486.5977
1995-03-01,487.9190
1995-04-01,482.7837
1995-05-01,485.1248
1995-06-01,479.9642
1995-07-01,471.7112
1995-08-01,474.6612
1995-09-01,478.5170
1995-10-01,470.6356
1995-11-01,465.9010
1995-12-01,462.2808
1996-01-01,449.1293
1996-02-01,464.5897
1996-03-01,463.5670
1996-04-01,464.5904
1996-05-01,466.1520
1996-06-01,468.6980
1996-07-01,462.7327
1996-08-01,472.4326
1996-09-01,472.7944
1996-10-01,473.7113
1996-11-01,473.8526
1996-12-01,473.7597
1997-01-01,470.3222
1997-02-01,468.1677
1997-03-01,471.4387
1997-04-01,471.0116
1997-05-01,469.1566
1997-06-01,468.7070
1997-07-01,459.4892
1997-08-01,466.0689
1997-09-01,467.4084
1997-10-01,465.4244
1997-11-01,461.8366
1997-12-01,461.7615
1998-01-01,458.1949
1998-02-01,452.6474
1998-03-01,449.9305
1998-04-01,445.9645
1998-05-01,447.1904
1998-06-01,447.4015
1998-07-01,442.0744
1998-08-01,441.3180
1998-09-01,438.6234
1998-10-01,437.2553
1998-11-01,434.5081
1998-12-01,436.1021
1999-01-01,432.4617
1999-02-01,432.9648
1999-03-01,427.9120
1999-04-01,428.0155
1999-05-01,427.9492
1999-06-01,422.2643
1999-07-01,419.5927
1999-08-01,422.3954
1999-09-01,416.6650
1999-10-01,419.3135
1999-11-01,414.1121
1999-12-01,414.2809
2000-01-01,410.0018
2000-02-01,412.1107
2000-03-01,413.4160
2000-04-01,412.2410
2000-05-01,410.2666
2000-06-01,408.5962
2000-07-01,410.3123
2000-08-01,410.0982
2000-09-01,407.6401
2000-10-01,402.5824
2000-11-01,402.9099
2000-12-01,395.7788
2001-01-01,400.3551
2001-02-01,400.1044
2001-03-01,396.0830
2001-04-01,389.6222
2001-05-01,379.5964
2001-06-01,370.5128
2001-07-01,360.8844
2001-08-01,346.2485
2001-09-01,329.6773
2001-10-01,320.2455
2001-11-01,309.1489
2001-12-01,300.6298
2002-01-01,293.4935
2002-02-01,286.4679
2002-03-01,282.7052
2002-04-01,276.4218
2002-05-01,278.2155
2002-06-01,283.0087
2002-07-01,282.2879
2002-08-01,280.1735
2002-09-01,285.1796
2002-10-01,277.2198
2002-11-01,284.3297
2002-12-01,278.7755
2003-01-01,275.4686
2003-02-01,273.7998
2003-03-01,273.2078
2003-04-01,270.2429
2003-05-01,271.9836
2003-06-01,265.7603
2003-07-01,260.5543
2003-08-01,256.6808
2003-09-01,252.5559
2003-10-01,254.7217
2003-11-01,252.5599
2003-12-01,247.2670
2004-01-01,239.5983
2004-02-01,243.6639
2004-03-01,241.3585
2004-04-01,238.7949
2004-05-01,234.7665
2004-06-01,229.8983
2004-07-01,220.6695
2004-08-01,222.1307
2004-09-01,224.8450
2004-10-01,224.4811
2004-11-01,224.5362
2004-12-01,225.0142
2005-01-01,223.4074
2005-02-01,224.3088
2005-03-01,225.0494
2005-04-01,226.2604
2005-05-01,220.9593
2005-06-01,223.1862
2005-07-01,225.8638
2005-08-01,227.5456
2005-09-01,229.0005
2005-10-01,225.0746
2005-11-01,229.5404
2005-12-01,227.6060
2006-01-01,227.8366
2006-02-01,225.2733
2006-03-01,225.2292
2006-04-01,228.5116
2006-05-01,225.7855
2006-06-01,224.9528
2006-07-01,225.5846
2006-08-01,220.8342
2006-09-01,218.9106
2006-10-01,215.1951
2006-11-01,207.9466
2006-12-01,201.5523
2007-01-01,202.1598
2007-02-01,194.9119
2007-03-01,189.7223
2007-04-01,187.7615
2007-05-01,186.2208
2007-06-01,181.7488
2007-07-01,177.8942
2007-08-01,171.6637
2007-09-01,172.3102
2007-10-01,165.4233
2007-11-01,163.4300
2007-12-01,164.6007
2008-01-01,160.2340
2008-02-01,155.7050
2008-03-01,154.0182
2008-04-01,150.7995
2008-05-01,147.1196
2008-06-01,147.7820
2008-07-01,147.4876
2008-08-01,145.8413
2008-09-01,141.2770
2008-10-01,135.6210
2008-11-01,128.0904
2008-12-01,124.2088
2009-01-01,118.7267
2009-02-01,114.1919
2009-03-01,113.3627
2009-04-01,109.7025
2009-05-01,108.0570
2009-06-01,101.3430
2009-07-01,104.4818
2009-08-01,102.7334
2009-09-01,101.5323
2009-10-01,101.6145
2009-11-01,102.0303
2009-12-01,104.3916
2010-01-01,108.2050
2010-02-01,107.1274
2010-03-01,107.8306
2010-04-01,107.8344
2010-05-01,107.2032
2010-06-01,107.5233
2010-07-01,106.3807
2010-08-01,109.1109
2010-09-01,106.9385
2010-10-01,108.2241
2010-11-01,107.6457
2010-12-01,109.0432
2011-01-01,108.4802
2011-02-01,108.3415
2011-03-01,105.6101
2011-04-01,106.7373
2011-05-01,107.3487
2011-06-01,107.0726
2011-07-01,106.7569
2011-08-01,105.4745
2011-09-01,103.7363
2011-10-01,105.8372
2011-11-01,104.6008
2011-12-01,102.2582
2012-01-01,106.0465
2012-02-01,104.3272
2012-03-01,102.8571
2012-04-01,102.5628
2012-05-01,102.2969
2012-06-01,101.3714
2012-07-01,99.0877
2012-08-01,97.2899
2012-09-01,97.2675
2012-10-01,95.0101
2012-11-01,96.3775
2012-12-01,95.5053
2013-01-01,97.2551
2013-02-01,96.9954
2013-03-01,94.2168
2013-04-01,90.9746
2013-05-01,92.7361
2013-06-01,92.5442
2013-07-01,90.5177
2013-08-01,92.5267
2013-09-01,92.4469
2013-10-01,92.4590
2013-11-01,89.9927
2013-12-01,89.9690
2014-01-01,90.1737
2014-02-01,88.6035
2014-03-01,91.2774
2014-04-01,90.1982
2014-05-01,89.0992
2014-06-01,88.8733
2014-07-01,89.2056
2014-08-01,86.1543
2014-09-01,88.1697
2014-10-01,87.9279
2014-11-01,87.5785
2014-12-01,88.8276
2015-01-01,90.3044
2015-02-01,85.4300
2015-03-01,85.3356
2015-04-01,84.9585
2015-05-01,84.0867
2015-06-01,83.9623
2015-07-01,84.7107
2015-08-01,85.0177
2015-09-01,84.7560
2015-10-01,82.7407
2015-11-01,82.5887
2015-12-01,82.9716
2016-01-01,81.3777
2016-02-01,82.2451
2016-03-01,82.7993
2016-04-01,79.6100
2016-05-01,79.2669
2016-06-01,80.3562
2016-07-01,80.0955
2016-08-01,80.2355
2016-09-01,81.7641
2016-10-01,81.6569
2016-11-01,81.1687
2016-12-01,80.6558
2017-01-01,79.2649
2017-02-01,77.8399
2017-03-01,76.3591
2017-04-01,74.5655
2017-05-01,74.3969
2017-06-01,73.3771
2017-07-01,73.7442
2017-08-01,73.6472
2017-09-01,72.9118
2017-10-01,73.2881
2017-11-01,72.3095
2017-12-01,73.4478
2018-01-01,74.4705
2018-02-01,74.5181
2018-03-01,74.2284
2018-04-01,74.8184
2018-05-01,74.1887
2018-06-01,72.1577
2018-07-01,74.6659
2018-08-01,72.5136
2018-09-01,70.8878
2018-10-01,70.2304
2018-11-01,69.3498
2018-12-01,68.1233
2019-01-01,66.3336
2019-02-01,64.1856
2019-03-01,64.8208
2019-04-01,65.9457
2019-05-01,65.4664
2019-06-01,65.7717
2019-07-01,64.9819
2019-08-01,64.4635
2019-09-01,64.5956
2019-10-01,63.9231
2019-11-01,63.0991
2019-12-01,63.0155
2020-01-01,62.0111
2020-02-01,63.1208
2020-03-01,59.2376
2020-04-01,42.9413
2020-05-01,49.9141
2020-06-01,55.0489
2020-07-01,53.5936
2020-08-01,58.4242
2020-09-01,58.0184
2020-10-01,61.0185
2020-11-01,60.5897
2020-12-01,60.7214
